Mean,Standard Deviation,Peak-to-Peak Interval,RMS,Entropy,Number of Peaks,Skewness,Kurtosis
1994.7280952380952,140.52049459468105,541.0,1999.6715188583682,2.6196843202131244,279.0,0.3104608767930289,-1.0651719740114258
2020.9738095238095,126.37408481986708,455.0,2024.9211214502252,2.5398356177132464,271.0,0.45045900106067105,-1.019651305256469
1955.642857142857,154.87826270494966,612.0,1961.7661076062,2.722634520388325,270.0,0.7079290679572777,-0.5619211248782907
2006.1442857142856,149.5660537011253,554.0,2011.711932539997,2.699728241213333,261.0,0.8592176442590366,-0.4487259592184003
2060.150476190476,150.54496630816197,707.0,2065.6436700042364,2.793971101014158,279.0,1.032448471246435,0.4774211548850471
1996.7109523809524,84.18660550652947,357.0,1998.4849291162448,2.708161271806785,273.0,0.31901138541242186,-0.8922945601360173
1943.7861904761905,237.18767433599095,839.0,1958.2039595360993,2.544500074050784,278.0,0.8003100863911093,-0.7302187722276785
2035.6142857142856,247.0635021237104,765.0,2050.5525826678318,2.4673049777714193,248.0,0.2477582551423239,-1.4556210371381437
2003.4880952380952,180.45817705995054,587.0,2011.598792361084,2.438295114774186,279.0,0.5620804189435199,-1.1141566908116898
1944.2380952380952,201.73684290889474,642.0,1954.676322249263,2.361608799805007,256.0,0.6604157623259591,-1.0837043357541842
2034.2219047619049,151.3649273592371,492.0,2039.8456066691956,2.36761908125757,252.0,0.6535903773324336,-1.0569701987057816
2000.5452380952381,115.47607606769,481.0,2003.8752390828936,2.760865578735874,268.0,0.3875975422613035,-0.8880144084095671
1961.2895238095239,181.72429138870135,859.0,1969.6904107716305,2.926127130501733,263.0,-0.778024877946047,0.8928703826792632
1948.3080952380953,177.5635870843925,738.0,1956.3826981009036,2.6787772863298294,288.0,0.646797968009142,-0.6616694303653703
2049.6257142857144,100.49926749656905,408.0,2052.088124674126,2.683423907237131,281.0,0.19725405355675663,-1.0922112815467373
2046.9619047619049,212.5305456504244,772.0,2057.965566373974,2.564351669445237,278.0,0.5908097998887017,-0.9463836222557211
2027.7242857142858,129.5351310344373,486.0,2031.8575562887324,2.5452301241194193,277.0,0.4033240351415062,-1.0954553428721479
1968.6061904761905,242.42054105125408,815.0,1983.4762544343105,2.4463341848548796,271.0,0.7709086658705216,-0.8703110561780742
2035.184761904762,168.20973064031156,580.0,2042.1242686407281,2.4647433249977198,270.0,0.28733762695438053,-1.3425803130928458
2047.2257142857143,100.44605994175744,422.0,2049.6883997794585,2.652900924168235,281.0,0.23877890498394386,-1.0291605525844572
1992.9514285714286,117.38986134065509,463.0,1996.405714325241,2.729720356257022,264.0,0.4238946615250515,-0.7945235927212186
1951.1885714285713,232.67548965981652,850.0,1965.012652570437,2.5765238399291097,259.0,0.5040145043095422,-0.9897451725080533
2023.9542857142858,261.3899582829387,1035.0,2040.7634995149194,2.727620396720166,272.0,0.7662304643217004,-0.5559865853525663
1987.692380952381,41.56729070117305,176.0,1988.126968015972,2.7148416999339195,267.0,0.5537304399400252,-0.7770488094484134
2026.1209523809523,157.9919878590823,717.0,2032.2715325233391,2.901413006713035,281.0,0.02345019860246636,-0.5225395379113085
2064.67,178.41644477644618,632.0,2072.3645038136187,2.458117732734312,266.0,0.5005909346599549,-1.0925524239783821
2020.7352380952382,266.23633145543465,917.0,2038.1983923717207,2.4390915654283587,264.0,0.5671586165686052,-1.0200507959432104
2035.1909523809525,93.67478806029182,372.0,2037.3456207947213,2.6294729704988944,281.0,0.1236166299919212,-1.0843895571597841
2011.7042857142858,229.54658346756688,795.0,2024.7581996729527,2.5387762834388137,267.0,0.8775564516480177,-0.5331921814964482
2061.907619047619,98.86446248248211,400.0,2064.276437744851,2.755606153488754,266.0,0.29869887123307076,-0.8909352558274182
2023.487619047619,393.99140108944806,1292.0,2061.4876590878316,2.437048782171538,263.0,0.9768312709988652,-0.4448742184955088
2020.5138095238094,138.7483000316689,531.0,2025.2721163434053,2.7365390992430014,274.0,0.0011075157926203716,-1.047381091170282
2027.16,138.41146429259047,482.0,2031.8797698307887,2.456095810303778,278.0,0.49940177733789826,-1.0999394637443882
1981.3728571428571,182.5767014981155,696.0,1989.766984084413,2.556485600905824,277.0,0.2574652384510513,-1.1662200871008586
2001.0985714285714,92.17001525574842,333.0,2003.2201087962637,2.5385759590041577,274.0,0.7231955201656881,-0.8587001883093066
2015.4514285714286,285.8892343329545,899.0,2035.6269587618688,2.4186708299544697,258.0,0.5363442513563988,-1.2288607530945215
1986.4109523809525,163.88762460629226,555.0,1993.160210629867,2.4447440834867273,284.0,0.7530010213156325,-0.822603624776058
1964.9861904761906,195.2494480201012,705.0,1974.6627751882816,2.5942863697246294,262.0,0.09815258618468707,-1.1968189492122343
2104.5609523809526,275.06449390755034,900.0,2122.460194702185,2.4944367285810407,271.0,0.20235252069704598,-1.4122325737898493
2024.374761904762,301.9765491229102,990.0,2046.7738059827575,2.3731211760852062,280.0,0.6478272393310452,-1.070847154685011
2026.9552380952382,85.71647558578265,323.0,2028.7668302268182,2.650300183433205,271.0,0.5783095346393775,-0.8573302484158116
1867.4633333333334,74.47737328709997,323.0,1868.9478806205889,2.8325335303571193,271.0,0.21654756116990787,-0.7700943895478103
1995.5114285714285,162.09142735434438,620.0,2002.083787552597,2.573408839646696,265.0,0.5194647961406521,-0.9158695252733189
2041.6638095238095,266.2262380628675,870.0,2058.948158879281,2.4608502674634525,275.0,0.8271792750974857,-0.6654656662025764
2041.0509523809524,286.4147488455087,843.0,2061.0488588511016,2.2250151426308418,269.0,0.6797201668254856,-1.184501400507277
2010.6780952380952,296.19898909217943,977.0,2032.3779775941098,2.45096282682489,253.0,0.5486348852497025,-1.0724115203321223
2036.574761904762,251.4514733666849,825.0,2052.039133224733,2.2789778327221875,270.0,0.9697010088967182,-0.6041362435488353
1964.1690476190477,319.5680097435817,1046.0,1989.9959197134526,2.4025864548063964,271.0,0.5580935264164094,-1.1792723804068868
2288.0590476190478,534.727810901466,1823.0,2349.7123307211154,2.3968296663905893,257.0,0.4268328073140236,-1.1846824238516824
2035.3323809523808,150.6928032504337,538.0,2040.9032857793047,2.618823144806041,273.0,0.5457140002347162,-0.925890697213799
2066.9566666666665,288.90424765430225,1018.0,2087.0494786157983,2.4498150465609103,263.0,0.34980371323166415,-1.1623973527118767
2059.4295238095237,141.32184910022434,537.0,2064.2727117731874,2.6405278833281565,265.0,0.2820723876791491,-1.052635428659205
2013.9033333333334,101.16559121574758,373.0,2016.4426877194262,2.5631737657422153,267.0,0.15874135118465718,-1.2491083287307796
1924.594761904762,353.48489975317864,1210.0,1956.7873088061365,2.49462889937468,261.0,0.7612158803056687,-0.7849598528463391
2061.039047619048,173.41314938621395,516.0,2068.321560152211,2.4379630182291137,248.0,0.18873299024792892,-1.5399043099783654
2063.054761904762,215.1263512476651,762.0,2074.2406556663204,2.5067244759074723,273.0,0.19819603968350397,-1.256425401583872
2007.5438095238096,144.323207006793,553.0,2012.7248533364154,2.7379222819520104,287.0,0.5411917299429796,-0.783526311667857
1988.0819047619048,92.40167467143746,311.0,1990.228059676531,2.4528692020654046,273.0,0.646243644786541,-1.0217909416493116
2007.615238095238,379.3117169623729,1202.0,2043.1339463816714,2.4350013261852554,266.0,0.5463901269792139,-1.1419600456785741
1971.7933333333333,247.9248103248305,860.0,1987.3187114683897,2.5602641574252725,266.0,0.6773207718773966,-0.8407169199819045
1984.212380952381,222.69791120761738,751.0,1996.6705117221902,2.4948572796420736,281.0,0.0881834207251582,-1.4248988937227507
2201.7714285714287,202.09480600016641,744.0,2211.026850647842,2.5899495687827616,275.0,0.15465833013305924,-1.2013600621392513
2007.3366666666666,247.52077640229246,764.0,2022.539746975381,2.4459275249638197,270.0,0.39027655703415237,-1.3366118869327415
2003.2204761904761,97.80500259754905,370.0,2005.606665017322,2.7498058305259514,276.0,0.5663631630439391,-0.7445754130978077
2024.0109523809524,188.2519648263936,657.0,2032.7466978497462,2.4936307410760308,278.0,0.534583426388051,-0.9995607498852905
2000.012380952381,207.25048070263657,709.0,2010.7218320081686,2.4275806360810255,273.0,0.41058730710353447,-1.2543986689659725
2052.4380952380952,152.1341872483145,554.0,2058.0687417368463,2.4870392037494837,270.0,0.40855491019667833,-1.1299669338384246
2023.3909523809523,197.22551031279042,721.0,2032.980287188058,2.602499151695272,281.0,0.6122080185337866,-0.8020146557611962
2096.1680952380952,224.1288528868425,762.0,2108.116321788358,2.448786955469087,270.0,0.5529271058566448,-1.052651478811972
2054.102380952381,372.73649890154127,1165.0,2087.6467826353237,2.362701926675106,255.0,0.5887918452544806,-1.0936424961915208
1987.2490476190476,220.55309775123177,782.0,1999.4505360699666,2.451152642223555,274.0,0.4710285173084653,-1.1481401731883503
2061.5538095238094,118.05872816107812,474.0,2064.9314692883013,2.628738749763766,276.0,-0.08193020742594942,-1.1439125317200145
1885.3719047619047,233.49029197967275,984.0,1899.7749697567567,2.8711439242121775,283.0,0.2658673562704685,-0.7799034216729983
2092.4557142857143,317.4320931365656,1044.0,2116.3964775060463,2.4755563298188394,244.0,0.4354445036929831,-1.2303490982926057
1977.5404761904763,367.9915821756718,1156.0,2011.488041108823,2.231589761612536,266.0,0.7525091910160017,-1.0538852521844377
1991.5814285714287,369.15891214625555,1199.0,2025.5060822045484,2.413709625552504,268.0,0.5269352843962967,-1.2043076673366244
2266.7933333333335,487.06775333264255,1999.0,2318.531218763498,2.7305361404808646,259.0,0.5037542569939886,-0.3859355098036854
2036.145238095238,221.661692785995,739.0,2048.175123534769,2.4740591871038715,272.0,0.38021476039564817,-1.2848726150122012
2016.1757142857143,204.50501700846524,750.0,2026.5208641553984,2.551160576750851,268.0,0.6542703324837972,-0.7937644702897497
2007.7385714285715,143.36354633241604,520.0,2012.85053534013,2.4457801890183655,266.0,-0.13979723764688992,-1.3658368134470436
2084.0738095238094,206.32935478838752,718.0,2094.262506514042,2.459253193972448,271.0,0.44111782954877415,-1.1432126793637394
2159.4714285714285,208.86876408942743,1027.0,2169.549034114825,2.5851257240125363,276.0,1.4484021914542262,2.0974418826715553
1825.3433333333332,162.45690044800992,686.0,1832.5584653831972,2.7115719908341402,273.0,-0.29738709981862516,-0.4606044590674525
2044.3609523809523,227.54424833749133,772.0,2056.9851940574167,2.4988006161823475,251.0,0.805551461293631,-0.6504945503705768
2050.3238095238094,153.40932455909584,509.0,2056.054995558705,2.430878979663205,272.0,0.7139213306299537,-0.9012721413086395
1998.5819047619048,84.68070818804614,308.0,2000.3750779243758,2.545258932883225,280.0,0.4445617236090689,-1.1119909065771836
2082.4357142857143,271.4675568806989,942.0,2100.055508450057,2.5258359759302462,253.0,0.6401694665732653,-0.8530327264136073
1973.5523809523809,383.0215418771509,1327.0,2010.3767064669153,2.444540528668585,271.0,0.5286113769035929,-1.002773577201639
2030.7452380952382,246.15065721779584,851.0,2045.6090457600246,2.472614621291729,241.0,0.7079276258331016,-0.8171930998262704
2018.195238095238,183.6237508659655,626.0,2026.53144583359,2.5174843020875866,273.0,0.04425587738115291,-1.408700338908494
1978.8328571428572,220.5748920789632,754.0,1991.0883354396433,2.511315077360652,263.0,0.3551429750448919,-1.2004093264591658
1994.9038095238095,219.47322493114737,690.0,2006.9403841953765,2.3464735566139097,260.0,0.719326408786887,-0.976632198280043
1983.472380952381,327.7846472174588,1093.0,2010.374457893947,2.448738013448901,263.0,0.9573883474496437,-0.4891887911370456
2035.752380952381,199.59638468681078,715.0,2045.5137431299095,2.4971400411330817,259.0,0.36589422344027034,-1.153285465470949
2002.7319047619048,145.91563456551734,447.0,2008.0404514754937,2.2314779162497294,265.0,0.8370487799990789,-0.8572612846644581
1982.6542857142856,294.0786070905181,974.0,2004.3453404564605,2.4120473826016524,267.0,0.5740127500989064,-1.0975852129514536
2004.7147619047619,315.7477490342273,1001.0,2029.427977933449,2.373820520320468,263.0,0.7018641891555841,-0.9175135505346637
2057.6466666666665,245.738048516889,844.0,2072.268562067507,2.5306164974351626,264.0,0.23117418939362572,-1.2765196608771625
2047.5957142857144,78.24072670269612,290.0,2049.0899981397083,2.6410037899046745,270.0,0.5007537651989045,-0.8417365931856051
2086.227142857143,157.42255639921908,691.0,2092.1581089528445,2.6778664839631268,273.0,0.5489465684422528,-0.32173359777360533
2017.6642857142858,186.9515729520661,669.0,2026.3070005495688,2.466056764545401,256.0,0.46385283259046745,-1.0488570156297874
2012.7361904761906,104.88949252728028,356.0,2015.4673845277769,2.424126622320217,270.0,0.9505229189850198,-0.523818874079891
2018.2461904761906,130.86644540563702,546.0,2022.484539348759,2.7434862075439796,270.0,0.11372481934966075,-0.9687307361834354
2260.925714285714,460.78226570300484,2230.0,2307.4023017030995,2.6264405668882964,250.0,1.045886869595484,0.8259723109981452
2071.3390476190475,229.99154083625734,810.0,2084.068511121364,2.562929912782306,266.0,0.999151683984359,-0.3075410334236883
2032.6795238095237,199.1653193652662,689.0,2042.413491669202,2.4609209420269,262.0,0.1917999359095746,-1.3796094556621865
2065.8333333333335,194.37743312415796,689.0,2074.9578182746386,2.5152707721854974,269.0,0.1256677315779685,-1.3153891287190491
1992.662857142857,369.7858642272754,1230.0,2026.6837068519221,2.565386850054605,254.0,0.9115370814659538,-0.4538558904512384
1925.4114285714286,283.97681874349087,976.0,1946.2404791949896,2.611777781809177,267.0,0.718374258217081,-0.7605474193239079
1975.2095238095237,154.6452188682885,631.0,1981.2540994699964,2.7333997968076513,274.0,0.6318001105451957,-0.6364791355034578
2009.7538095238094,41.667708860435376,212.0,2010.1857060622888,3.0234196557208146,276.0,0.1636653490181634,-0.2582090126933734
1942.2747619047618,324.61431947875866,1204.0,1969.2144898773363,2.615626401172796,264.0,0.7116639948220018,-0.7294052846410946
2015.8133333333333,118.94362575580294,453.0,2019.3194350949977,2.723052044250341,273.0,0.9913617117527805,-0.1636540205023178
2054.8952380952383,213.91314542787705,727.0,2065.9993401096076,2.4742341417649936,265.0,0.25114676444679007,-1.2401888683080686
2024.0657142857142,215.45254358854876,800.0,2035.5003842509375,2.7823845983054816,280.0,0.6246427812595008,-0.6007665802011446
1999.73,121.80236902458013,543.0,2003.436020940025,2.762924100777001,260.0,-0.26514655816740335,-0.5226603499517934
2121.678095238095,138.3032182808776,745.0,2126.1810176934605,2.7899387102517488,271.0,1.5963861770269723,2.88016878770521
2003.5685714285714,283.71223610730436,1001.0,2023.5561898136987,2.611677672795439,259.0,0.4935350879722161,-0.9626139023657414
2097.3809523809523,246.57924374673556,771.0,2111.825793681179,2.4029667076742665,266.0,0.5624689883349823,-1.0911018213165675
2074.764761904762,76.76003980364781,275.0,2076.1842213426967,2.5070186719425296,276.0,-0.17566401996926653,-1.300485771321345
2056.0342857142855,151.47740917759475,530.0,2061.606749485413,2.494703036123593,264.0,0.1904657128375815,-1.2710438737140561
1989.3990476190477,271.9562146113959,1065.0,2007.901579593316,2.5889008996159157,269.0,0.4797877976604907,-0.9198879005955831
2006.7757142857142,75.54615543282313,292.0,2008.1971987450881,2.606274668758881,271.0,0.5181598143343566,-0.9907637631054254
2044.5252380952381,242.52871961734556,820.0,2058.8597885838703,2.5102129109370703,231.0,0.544862154746035,-0.9244892919687944
1983.6985714285715,261.8446633258828,837.0,2000.9054575366622,2.3612215625727107,241.0,0.8589580658038077,-0.704042000437028
2017.4209523809525,141.24112088079875,531.0,2022.359105928849,2.7657881325333475,266.0,0.8312251970185389,-0.31216993665503256
2112.8195238095236,244.7026364498093,946.0,2126.942810814666,2.798135498753329,266.0,0.8550351155919075,-0.2906726916807192
2064.167142857143,236.7897302439014,813.0,2077.7043509604537,2.53462655118337,260.0,0.6280167668513166,-0.8277205549369762
2086.6066666666666,73.47250573114204,313.0,2087.8998037444685,2.7600794181642385,276.0,0.4178194418491008,-0.7819102566065861
2207.8204761904763,124.38476655987337,482.0,2211.321511051275,2.708177692645731,273.0,0.3897354672831538,-0.8854786961490531
2025.6033333333332,302.8237807361983,996.0,2048.114036422405,2.392386632273195,271.0,0.6796474480589987,-0.9714910570680964
2002.634761904762,245.5863410021984,810.0,2017.6368951018394,2.4384049363546825,235.0,0.5552440635311288,-1.008438462612379
2028.3861904761904,326.56203800570563,1158.0,2054.5056102091694,2.5478607660657944,276.0,0.8230791022182841,-0.573277477082391
2078.155238095238,396.2288873103891,1300.0,2115.591294357657,2.368032898788182,269.0,0.6537801393880057,-0.9776162604859304
2267.515238095238,246.43582233454865,881.0,2280.8673721906343,2.6008711047384203,275.0,0.2805167464604367,-1.1800804787463457
2016.012380952381,147.3608135513697,473.0,2021.390889838927,2.3222007640299576,274.0,0.7269359022750592,-0.9957879001019578
1992.157619047619,393.942098010364,1175.0,2030.734437516212,2.2530097034195773,271.0,0.4804572474327487,-1.298391773242538
2006.665238095238,312.09466486825596,1088.0,2030.79010673655,2.608530020719644,277.0,0.5382436047646548,-1.004867726748241
2064.7685714285712,253.46931957265724,782.0,2080.2682398007737,2.369071868127668,263.0,0.4890217393112491,-1.3346733458610167
2029.2047619047619,91.41153400284253,332.0,2031.2626699385075,2.51728561570903,270.0,0.5365821742968795,-1.0148349939729948
2021.3509523809523,215.4153201742152,687.0,2032.7969482604854,2.270907924447015,265.0,0.7900265281452155,-0.8242622960042318
1991.5833333333333,306.81731683967644,1055.0,2015.07842019208,2.471035253998628,277.0,0.47701408742927337,-1.1588262632863495
1993.2014285714286,343.76442362516246,1145.0,2022.628466577469,2.4475098599134446,263.0,0.42346359234084047,-1.2037870582304848
2007.195238095238,210.66461717551246,747.0,2018.2200833313261,2.5685752349967483,273.0,0.7063857315315093,-0.7562467632533516
1991.9971428571428,350.81211358711056,1055.0,2022.652158971106,2.301787989147343,262.0,0.6016072387070354,-1.162102999187353
1868.3728571428571,204.13225061086203,740.0,1879.491183551447,2.5780114361727833,278.0,0.8869033401607352,-0.5459426770913094
2049.5738095238094,325.99828918593147,1017.0,2075.3379689193025,2.4423342321389656,266.0,0.4691759341807001,-1.2277227002670095
2015.112380952381,212.42785831799264,688.0,2026.2782392497688,2.489000348628778,267.0,0.1372336066853393,-1.3916994756264132
1995.2947619047618,167.64791413978136,604.0,2002.32540062798,2.600569540330121,271.0,0.20945886315305237,-1.1791695277843561
2010.7542857142857,300.1845822723306,972.0,2033.0380175865823,2.4334042430726126,280.0,0.7079835344132396,-0.9197938740065208
2109.5295238095237,518.0035655188577,1644.0,2172.1976212385202,2.483745412116638,255.0,0.22979650682730765,-1.4437706245709305
2046.9,509.5273547495711,1742.0,2109.3642964737255,2.4714700553127855,261.0,0.40655159005298197,-1.1740326495022355
2049.3314285714287,211.28120657157405,743.0,2060.1939356237685,2.5086745742139627,264.0,0.3130040723411707,-1.243742264071275
1979.6095238095238,221.35488400123864,779.0,1991.9467491448088,2.531670535702864,279.0,0.1383104654408319,-1.299322117033211
2031.8033333333333,371.1789876138354,1191.0,2065.429404794673,2.394446989659007,272.0,0.6135855592133679,-1.036714802899255
2019.26,74.8889146860678,266.0,2020.648236864313,2.4479782057003807,282.0,0.3662110539325519,-1.2001946526762055
2001.6404761904762,433.8618254695534,1448.0,2048.12125605976,2.534244913751663,249.0,0.737168579008867,-0.7643888602575091
2029.38,195.64518997896363,684.0,2038.788911280887,2.4892661423957962,272.0,0.43387565749954554,-1.1334274965799458
2066.0690476190475,418.60668605909615,1334.0,2108.0495409602822,2.409529785805337,260.0,0.7914160692737433,-0.7744260445026501
2016.0904761904762,230.79308276496113,779.0,2029.2575625676734,2.4310745607438373,267.0,0.6145902228581174,-1.004572746638042
2034.397619047619,296.5737336955864,1086.0,2055.901177562959,2.448630159396399,238.0,0.4575712879654118,-1.1696822773193838
2085.232857142857,386.3051625783609,1463.0,2120.713971082111,2.6555727664585174,253.0,0.3153097016039246,-0.8852680558767294
2005.7471428571428,192.56004101733737,724.0,2014.9692232081836,2.7979461358889264,510.0,0.576192037493455,-0.7645189075849186
2257.184761904762,309.0221923856733,1134.0,2278.2400586333974,2.616413209938939,259.0,0.44352693370958546,-0.9742064063471032
1996.9704761904761,276.30264994465745,957.0,2015.994602458761,2.4824928138746385,274.0,0.6472594510910152,-0.9290186010837811
2033.007619047619,191.86232648152293,668.0,2042.0409230543278,2.4958632009535875,271.0,0.2510765961822331,-1.3218344925549894
2082.0261904761905,380.56792370371176,1321.0,2116.521911623159,2.460968784396706,263.0,0.7251782825191436,-0.8778993697052155
1937.5257142857142,230.3252602934635,766.0,1951.167757792143,2.464418783096202,270.0,0.71637258519639,-0.8563875493971964
1977.0904761904762,162.8305470486241,558.0,1983.7843980874632,2.5443580561145933,265.0,0.8217768789394774,-0.713817516625546
2105.3357142857144,227.67470562544415,880.0,2117.6105027668737,2.78638400346816,272.0,0.20936599129813546,-0.8720266331188324
2037.114761904762,236.1049275845492,816.0,2050.7515914903006,2.5239394676102718,278.0,0.27678057931926303,-1.2135840756774265
2004.3304761904762,202.05510875987204,697.0,2014.4892466235467,2.4682338694763892,272.0,0.42663177183706547,-1.2395199759335955
2011.567619047619,204.16933611249456,758.0,2021.9024219307726,2.647359389874635,277.0,0.7580685913115165,-0.6935082124406691
2020.7433333333333,167.8244159781666,616.0,2027.7003362946714,2.4700503165315792,271.0,0.5936921586925267,-1.0418190322116754
2134.7019047619046,101.75143708446006,413.0,2137.1255408007405,2.604417188031018,270.0,0.25332099859455065,-1.0534499804525639
2007.942857142857,105.52877996717551,390.0,2010.714012720949,2.6261948512006357,282.0,0.9073004154490749,-0.4974829971419097
2052.115714285714,183.08324788965027,629.0,2060.2665799542037,2.4840190846395314,258.0,0.4168863245577812,-1.1429671750554014
2089.8928571428573,149.08761069674873,616.0,2095.2038731350226,2.852277723227477,283.0,-0.03588898091198378,-0.7355281169551096
1961.6780952380952,393.99708144458134,1281.0,2000.853480273808,2.3951969904967947,261.0,0.6467615716061315,-0.9874539859446845
2104.6390476190477,483.11826531896645,1546.0,2159.376942325637,2.4397605904286115,249.0,0.5271580458569609,-1.1936355826606073
2000.9961904761906,82.8666972269141,298.0,2002.7113231340966,2.5061639755848404,284.0,0.7155912533424422,-0.8648943358959333
2005.4266666666667,135.46247715681386,484.0,2009.9965666874255,2.434228180064643,271.0,0.4627677417798006,-1.161643622819476
1862.7719047619048,372.3281922369929,1550.0,1899.617712042284,2.7577743071886545,267.0,0.08415464451805091,-0.573138659026954
2070.231904761905,333.19613704842214,1115.0,2096.8738171950395,2.4363081871716155,264.0,0.580794168655104,-1.021461517845912
2099.9914285714285,170.36998931696846,713.0,2106.891058724521,2.767896476837751,267.0,0.4596890713598047,-0.7645049688726941
2184.7514285714287,501.2089319339193,1627.0,2241.5060111664297,2.4659811717409217,270.0,0.4800086076847275,-1.1649143363131278
2602.1714285714284,540.8747871496228,1968.0,2657.7888702919236,2.473496244246343,671.0,0.5698064887765952,-0.902515292321473
2444.890476190476,507.12960154820377,1898.0,2496.9320922550805,2.577267536849349,689.0,1.0884359521575886,0.17029677309140112
2558.4528571428573,484.83582411882435,1671.0,2603.9867124414113,2.478310266772143,665.0,0.46803432971620257,-1.0138603670398805
2777.905714285714,392.07277709473215,1476.0,2805.437794712262,2.6090376254171628,664.0,0.016093387888654036,-1.04767058934551
2605.111904761905,669.3555289560181,2152.0,2689.7295143705787,2.466525600408674,674.0,0.42049281326528787,-1.2661720584105216
2496.1309523809523,462.14554241632953,1713.0,2538.5523894159687,2.634104141717082,681.0,0.3917810671708242,-0.9184607970822092
2613.514761904762,566.5587442926525,2124.0,2674.2191797660435,2.6217672414024116,674.0,0.7762593715272791,-0.5859570390675106
2594.58,361.5095978176592,1321.0,2619.6439769011145,2.5832943656795124,653.0,0.8008393140278599,-0.43071008495287577
2663.3514285714286,496.57232084691606,1788.0,2709.2480325552997,2.5460260865590274,693.0,0.6043937910056582,-0.865836256516114
2629.8980952380953,366.2201043819341,1288.0,2655.274214876964,2.4639410462715126,669.0,0.5960702679881555,-0.9835610910899719
2701.627619047619,592.0442666839859,2168.0,2765.7382749845087,2.5862306169365104,648.0,0.6751483535966447,-0.695147150905814
2637.847619047619,340.1546477693536,1276.0,2659.6889377734165,2.6096721403911816,649.0,0.7870391724762834,-0.3816965978859663
2549.885714285714,619.2640649810635,2261.0,2624.0055522226394,2.582117103345341,666.0,0.604511935615086,-0.8522757607626392
2770.9561904761904,320.8585595298694,1232.0,2789.4709937122316,2.653981955955697,674.0,0.8510537965075022,-0.3351411735265195
2610.076666666667,245.50836728701634,901.0,2621.5977121377173,2.5512757268813764,668.0,0.7527605484755503,-0.6301925728770947
2606.3780952380953,247.60855800309466,964.0,2618.1132086549146,2.7111958563550456,666.0,0.8050160040135624,-0.4308736408356477
